"Source","Target","Weight"
"1606815329554276","EscuelitaKids.org",1
"1606815329554276","EsenciaDelConocimientoLGE",5
"1606815329554276","EstamosUnidos21",2
"1606815329554276","EstefaniaRodSan",5
"1606815329554276","Eucaristream",2
"1606815329554276","Euroescepticos2019",7
"1606815329554276","EvangelicosxLaVidayFamilia",1
"1606815329554276","Evangelioalpueblo",17
"1606815329554276","EvangelizadoresTC",12
"1606815329554276","ExcelenciaPersonal",1
"1606815329554276","ExpresodeMorelos",1
"1606815329554276","FNFQRO",4
"1606815329554276","FNFSonora",1
"1606815329554276","FOROtv",3
"1606815329554276","FPROPHECY",1
"1606815329554276","FSSPMexico",9
"1606815329554276","FUNDACIONLEJEUNEARGENTINA",1
"1606815329554276","FabricioAlvaradoCostaRica",2
"1606815329554276","FamiliaEcuador2020",11
"1606815329554276","FamiliadeMurialdo",15
"1606815329554276","FamiliasBajolaUncionEspirituSanto",17
"1606815329554276","FamiliasFuertesUnidas",2
"1606815329554276","FamiliasMisionerasDeCristo",10
"1606815329554276","FeCienciayRazom",1
"1606815329554276","FemiZombie",1
"1606815329554276","FeminismoPrefieroPensar",1
"1606815329554276","FernandaFamiliar",1
"1606815329554276","FestivalInternacionaldeCineCatolico",9
"1606815329554276","FidesEtCaritas",2
"1606815329554276","Fidescr",17
"1606815329554276","Filosofiavsateismo",4
"1606815329554276","FocusFilmsMexico",41
"1606815329554276","ForoLiberalAL",2
"1606815329554276","FoxNews",2
"1606815329554276","FrankPeriodista",2
"1606815329554276","FrasesCelebresDeSantosySusVidas",1
"1606815329554276","FrenteCeleste",51
"1606815329554276","FrenteNacionalAntiAML0",85
"1606815329554276","FrenteNacionalChih",1
"1606815329554276","FrenteNacionalPorLaFamiliaOficial",442
"1606815329554276","FrenteNacionalPorLaFamiliaVeracruz",7
"1606815329554276","FrenteNacionalPorLaFamiliaZacatecas",14
"1606815329554276","FrenteNacionalxLaFamiliaCDMX",4
"1606815329554276","FrentexlaFamiliaPuebla",11
"1606815329554276","FrentexlaFamiliaTlax",1
"1606815329554276","FricydimFam",3
"1606815329554276","Fuimosoficcial",1
"1606815329554276","Fundacion.ChileparaCristo",1
"1606815329554276","FundacionDespertarSC",1
"1606815329554276","GHRL.ORG",1
"1606815329554276","GPMorenaGto",1
"1606815329554276","GQRadio",1
"1606815329554276","GabyAlujasMV",1
"1606815329554276","GarabandalPelicula",2
"1606815329554276","Gary.Lee.2013",2
"1606815329554276","GenderStudiess",2
"1606815329554276","GeraLopez2019",4
"1606815329554276","GerardoPuga88",17
"1606815329554276","GifsKeteElOriginal2",2
"1606815329554276","GilbertoLozanoOficial",13
"1606815329554276","GiuliCacciaArana",1
"1606815329554276","GodSciencesite",7
"1606815329554276","Gracia77777",13
"1606815329554276","GraciayVerdadPy",2
"1606815329554276","GrupoDeAyudaSeDiferente",12
"1606815329554276","GuadaSantaFe",2
"1606815329554276","GuadalupeSantosPelayo",6
"1606815329554276","GuerreroSusPueblosYTradiciones",2
"1606815329554276","HCCNuevaAlianza",2
"1606815329554276","HERNANREYESDEALVEAR",5
"1606815329554276","HLMmx",4
"1606815329554276","Hablarsinvoz",29
"1606815329554276","HazteOir.org",1
"1606815329554276","HazteSentirMx",27
"1606815329554276","HemitaBonilla",1
"1606815329554276","HeraldosdelEvangelioMexico",5
"1606815329554276","Hmno.LucianoVasquez",6
"1606815329554276","HnoAxel",18
"1606815329554276","HnoAxel2",3
"1606815329554276","HuastecaBellezaNatural",1
"1606815329554276","HugoEricFloresC",1
"1606815329554276","ICMnoticias",16
"1606815329554276","ICQROO",1
"1606815329554276","IMSSmx",2
"1606815329554276","INBGuadalupe",56
"1606815329554276","IglesiaJesusesmiRey",22
"1606815329554276","IglesiaMariaEstrelladelMar",1
"1606815329554276","IglesiaTJ",11
"1606815329554276","Iglesiaenhogares",3
"1606815329554276","ImagenTVMex",1
"1606815329554276","ImagenTVNoticias",6
"1606815329554276","ImpulsoJuvenilCortazarIJC",1
"1606815329554276","Infobae",2
"1606815329554276","InformeProVida",11
"1606815329554276","InstitutoMunicipalDeLaMujerCoatzacoalcos",42
"1606815329554276","Intimidad.con.Dios.Santidad",18
"1606815329554276","IrvingQuintas",8
"1606815329554276","ItzelCastilloPAN",2
"1606815329554276","JCarlosValerio",3
"1606815329554276","JESUSPANDEVID",15
"1606815329554276","JLPimentelM",1
"1606815329554276","JUVI.AC",28
"1606815329554276","JaimeBonillaValdez",1
"1606815329554276","JaimeCedilloB",31
"1606815329554276","JaimeDuarteMtz",4
"1606815329554276","JavierVillamorCantera",1
"1606815329554276","JesusdeNazarethQro",6
"1606815329554276","Jhos2020",4
"1606815329554276","JoanneRodriguezVeve",2
"1606815329554276","JoaquinLopezDoriga",2
"1606815329554276","JonathanMurciaApologista",2
"1606815329554276","JonathanSilva1033",2
"1606815329554276","JosafatCernaR.Oficial",3
"1606815329554276","Jose.E.Hyos",2
"1606815329554276","JoseAlc777",4
"1606815329554276","JoseaSosa24",2
"1606815329554276","JovenProvidaMx",26
"1606815329554276","JovenesProvidaMich",3
"1606815329554276","JuanCamiloMartinezArtistizabal",15
"1606815329554276","JuanMDabdoub",6
"1606815329554276","JuanaDeArcoXXI",1
"1606815329554276","JuventudCatholic",1
"1606815329554276","KarenAhuedConductora",1
"1606815329554276","KariiCervantes21",20
"1606815329554276","KontraReingenieriaSocial",31
"1606815329554276","LACONTRATELEVISION",10
"1606815329554276","LAICOSSERVIDORESDELAPALABRA",26
"1606815329554276","LFCamachoVaca",1
"1606815329554276","LIBEREMOS.MX",42
"1606815329554276","LaAlternanciaMx",8
"1606815329554276","LaCabraArisca",2
"1606815329554276","LaCoalicionSumAS",21
"1606815329554276","LaFeCatolica",2
"1606815329554276","LaGranEpoca",1
"1606815329554276","LaGuiaDelVaron",1
"1606815329554276","LaLigaAntiprogre",1
"1606815329554276","LaMaquinaDelTiempo",1
"1606815329554276","LaOpcionV",1
"1606815329554276","LaRadioCatolica",3
"1606815329554276","LaResistencia.pe",1
"1606815329554276","LaSantisimaTrinidadySantaMariadeGuadalupe",10
"1606815329554276","LaVidaPorDelanteMx",4
"1606815329554276","LaVidaYLaFamilia",26
"1606815329554276","Lamujerdelaolaceleste",15
"1606815329554276","LasParejasReales",21
"1606815329554276","LatinoamericaUnidaPorLaFamiliaNatural",1
"1606815329554276","LazosdeAmorMarianoTulcan",5
"1606815329554276","Lc.4.18.Juntosporlavida",20
"1606815329554276","LevantaTuVozMx",3
"1606815329554276","Liberalismoclasico09",5
"1606815329554276","LibertadSinFeminismoMarxismoComunismo",1
"1606815329554276","LibertarioAlex",1
"1606815329554276","LibertariosArgentina",13
"1606815329554276","LibertyTourMX",1
"1606815329554276","Lideresdefeyfuego",3
"1606815329554276","Lideresvidayfamilia",23
"1606815329554276","LifeNews",1
"1606815329554276","LigaProvidaMexico",2
"1606815329554276","LiteraturaYPsicoanalisis",1
"1606815329554276","Lucycordova41",4
"1606815329554276","LuisMPiccinali",1
"1606815329554276","LupitaVenegasOFICIAL",13
"1606815329554276","LysSoberana",6
"1606815329554276","MCLNPCofficial",50
"1606815329554276","MISIONPorElAmorDeDiosEnTodoElMundo",3
"1606815329554276","MMarthaMarquez",6
"1606815329554276","MNSurDeSonora",2
"1606815329554276","MUNISON2020",1
"1606815329554276","MVIQUERETARO",45
"1606815329554276","MVSNoticiasPue",3
"1606815329554276","MachoHeteropatriarcalAntiprogresista",1
"1606815329554276","MadeleineBonnafoux",1
"1606815329554276","MagnascoRaul",1
"1606815329554276","Magnificattv",48
"1606815329554276","Mahabone33",1
"1606815329554276","MahmeMX",1
"1606815329554276","MamaVuntu",1
"1606815329554276","ManuelGranad0s",3
"1606815329554276","MarchaPorLaVidaCordoba",1
"1606815329554276","MarchaxlaVidaArgentina",16
"1606815329554276","Marcoskappesok",3
"1606815329554276","MareaVerdeMx",1
"1606815329554276","MariaFdaCabal",1
"1606815329554276","MariaMexicoEsTodoTuyo",9
"1606815329554276","MarianosPorLaVida",80
"1606815329554276","MarinadelpilarBc",2
"1606815329554276","MasValores.SN",3
"1606815329554276","MasculinismoConservador",3
"1606815329554276","MasculinismoMexicoOficial",1
"1606815329554276","MaterFatimaArgentina",6
"1606815329554276","MemesInspiradosporDios",1
"1606815329554276","MemesRobadosPaLaBanda",4
"1606815329554276","MendezFierrosNoticiasMexicali",1
"1606815329554276","MenteCatolica",5
"1606815329554276","MenteMillonariaPaginaOficial",2
"1606815329554276","MexGde",11
"1606815329554276","MexLibertario",1
"1606815329554276","MexicoMFC",9
"1606815329554276","MiBebeOFC",5
"1606815329554276","MiaIsabellaOM",17
"1606815329554276","MiguelAngelNavarroOficial",1
"1606815329554276","Mikyjam35",1
"1606815329554276","Milenio.NoticiasEnVivo",6
"1606815329554276","MilenioDiario",5
"1606815329554276","MinisteriodeJovenesSnJuanBautista",1
"1606815329554276","MirafloresLaAutentica",2
"1606815329554276","Mises2",3
"1606815329554276","MisesReport1",1
"1606815329554276","MisionSerMama",1
"1606815329554276","MisioneraDMaria",1
"1606815329554276","MisionerosPalabrasDeVida",12
"1606815329554276","Mmaggiemjm",10
"1606815329554276","Mons.Diego.Monroy.Ponce",6
"1606815329554276","Mons.Jose.Ignacio.Munilla",6
"1606815329554276","MonsHectorPerez",1
"1606815329554276","MonsRamonCastro",6
"1606815329554276","MonsenorRodolfoVillarreal",8
"1606815329554276","Monte.Maria",44
"1606815329554276","MoraCastanoApologetica",6
"1606815329554276","Mov.LazosdeAmorMariano",10
"1606815329554276","MovCiudadanoMX",3
"1606815329554276","Movcelestenuevoleon",2
"1606815329554276","MovimientoAlegriayPaz",1
"1606815329554276","MovimientoCelesteMX",11
"1606815329554276","MovimientoLibresEcuador",1
"1606815329554276","MujerEsVidayFamilia",2
"1606815329554276","MujeresPorPR",1
"1606815329554276","MujeresProVidaChih",1
"1606815329554276","MundoCatolicoTV",38
"1606815329554276","MusicaCristianaCatolica1",12
"1606815329554276","NARIZROJAAC",5
"1606815329554276","NDemocracia",2
"1606815329554276","NOALABORTOSIALAVIDA",3
"1606815329554276","NTDTelevision",3
"1606815329554276","NadieMenos.org",170
"1606815329554276","NadieMenosColombia",3
"1606815329554276","NasDailySpanish",3
"1606815329554276","Neobatallonprovida",3
"1606815329554276","NewbornBaby.BoBo",2
"1606815329554276","NewsnerEspanol",6
"1606815329554276","NicolasSoutoN22",4
"1606815329554276","NoALaIdDeGenero",1
"1606815329554276","NoticaribePeninsular",3
"1606815329554276","NoticiasCaracol",1
"1606815329554276","NoticierosTelevisacom",12
"1606815329554276","Novedadesqroo",3
"1606815329554276","NowThisNews",1
"1606815329554276","OLACELESTEARGENTINA",2
"1606815329554276","OMVMundial",2
"1606815329554276","ONGCATOLICASINCOMPONENDA",3
"1606815329554276","ObeliscoTV",1
"1606815329554276","OhmirevistaImagenes",5
"1606815329554276","OkChicasBlog",4
"1606815329554276","OlaCelesteGuanajuato",7
"1606815329554276","OlaCelesteSanJuanArgentinaOficial",1
"1606815329554276","OnlineDesafio",34
"1606815329554276","OpcionesHeroicas",3
"1606815329554276","OratorioSFNLeon",13
"1606815329554276","P.JulianLozano",1
"1606815329554276","P.SanJuandelosLagos",6
"1606815329554276","PANJalisco",3
"1606815329554276","PDVCancunChetumal",3
"1606815329554276","PVictorSalomon",51
"1606815329554276","PadreFavianGaeta",1
"1606815329554276","PadreGuillermoSerraLC",12
"1606815329554276","PadreIsmaelRobles",11
"1606815329554276","PadreJosue",1
"1606815329554276","PadreLuisToro",24
"1606815329554276","PadreMarcosGalvis",9
"1606815329554276","PadreSam",34
"1606815329554276","PadresdePuebla",1
"1606815329554276","PalomaAmezquita",59
"1606815329554276","PaolaMartinezPolitica",4
"1606815329554276","PapaFranciscoIglesiaCatolica",6
"1606815329554276","PapaFranciscoPontifex",6
"1606815329554276","ParaDarleSaborAlaVida",11
"1606815329554276","ParroquiaAsuncionMDP",7
"1606815329554276","ParroquiaDeNtraSraDelSagradoCorazon",19
"1606815329554276","ParroquiaDivinaMisericordiaSebaco",1
"1606815329554276","ParroquiaMisteriodelaEncarnaciondelHijodeDios",6
"1606815329554276","ParroquiaSanJuanBautistaZarate",9
"1606815329554276","ParroquiaSantaCruzDelPedregal",11
"1606815329554276","ParroquiaSantaMariaIzucar",1
"1606815329554276","ParroquiaSantaRosaOaxaca1",18
"1606815329554276","ParroquiaSantiagoApostolZumpango",20
"1606815329554276","ParroquiaScJesus",1
"1606815329554276","ParroquiaStaIsabelHermosillo",18
"1606815329554276","ParroquiaTejalpaOficial",6
"1606815329554276","ParroquiadeSantaAnaNaucalpan",25
"1606815329554276","Parroquiasantabarbaralatorre",11
"1606815329554276","PartidoDCP",12
"1606815329554276","PartidoDosCristeros",12
"1606815329554276","PasosPorlaVida",83
"1606815329554276","PasosPorlaVidaGDL",3
"1606815329554276","PasosVidaMich",5
"1606815329554276","PastorDavidRodriguez",56
"1606815329554276","PastorEniorJosue",2
"1606815329554276","PastorFrankelyOficial",1
"1606815329554276","PastorRios",4
"1606815329554276","PastorWillGraham",6
"1606815329554276","PastoralSiglo21",1
"1606815329554276","PbroRilodiEvangeliza",14
"1606815329554276","PedroFerrizC",23
"1606815329554276","PensamientosChanyn",12
"1606815329554276","Pensandoti10",1
"1606815329554276","Peregrinacion.salta.arg",16
"1606815329554276","PerfectoGuru",1
"1606815329554276","PhilosophicumConsilium",18
"1606815329554276","PildorasdeFe",1
"1606815329554276","PlataformaEspanaPlusUltra",1
"1606815329554276","PocoYCatolico",2
"1606815329554276","PoderFamilia",9
"1606815329554276","PoderFamiliaMx",2
"1606815329554276","PoliticamenteIncorrectoVerificado",1
"1606815329554276","Pormajo",4
"1606815329554276","PorqueNoSeMeOcurrioAntes",2
"1606815329554276","PreciousLife.Ireland",1
"1606815329554276","PredicadoreCatolico",3
"1606815329554276","PrelaturaMoyobamba",3
"1606815329554276","ProLifeArmyMx",31
"1606815329554276","ProVidaNews",2
"1606815329554276","ProlifeArmyEdoMex",3
"1606815329554276","Provida.G",1
"1606815329554276","PuercoespinLibertarioII",2
"1606815329554276","PureProvida",7
"1606815329554276","QPJujuy",1
"1606815329554276","QroVida",23
"1606815329554276","QuePasaSaltaVideos",1
"1606815329554276","QuitenosProvida",5
"1606815329554276","RACapologetica",14
"1606815329554276","RCCCali",12
"1606815329554276","RCCESCorrienteDeGracia",7
"1606815329554276","RCCESMexico",22
"1606815329554276","RTnews",2
"1606815329554276","RadioApostolNJ",14
"1606815329554276","RadioApostolOficial",44
"1606815329554276","RadioEncuentroAustin",63
"1606815329554276","RadioGuadalupeDallas",18
"1606815329554276","RadioMaria.ar",4
"1606815329554276","RafaelLopezAliagaOficial",19
"1606815329554276","RazonMasFe2",4
"1606815329554276","RectoriaCandelariaCoapa",9
"1606815329554276","RedDePersonasAFavorDeLaVida",25
"1606815329554276","RedFamiliasEntrerrianas",7
"1606815329554276","RedProvidaSanMartin",1
"1606815329554276","RedUnotv",1
"1606815329554276","Redesmitv",13
"1606815329554276","Reflexiones07",2
"1606815329554276","ReflexionesParaPadresEHijosOfficial",4
"1606815329554276","Reflexionescatolicasparaelalma",1
"1606815329554276","ReporteMises",8
"1606815329554276","RescatandoPrincipios",9
"1606815329554276","ResistenciaKILLuminati",1
"1606815329554276","RespetableAsambleaGeneral",2
"1606815329554276","RevistaInquietudNuevaMSP",6
"1606815329554276","RevistaMexicoVIVE",2
"1606815329554276","RevistaPolitique",1
"1606815329554276","RevistaSemana",5
"1606815329554276","RicardoAnayaC",7
"1606815329554276","RightToLifeUK",1
"1606815329554276","RightVideos",1
"1606815329554276","RinconDelIgnorante",3
"1606815329554276","RobinsonDelAguilaPE",1
"1606815329554276","RodolfoRojasInternacional",6
"1606815329554276","RoxanaDuchenn",1
"1606815329554276","S2VBolivia",1
"1606815329554276","SANJUANPABLOMSP",32
"1606815329554276","SANTUARIOINMACULADAMADRE",1
"1606815329554276","SANTUARIOVIRGENDELROSARIODELPOZO",4
"1606815329554276","SCJNMexico",5
"1606815329554276","SJMCDMX",22
"1606815329554276","SLGPROVIDA2",10
"1606815329554276","SOScristianosensiria",1
"1606815329554276","SURDECHILERADIO",2
"1606815329554276","SagradoCorazonLerdo",1
"1606815329554276","Salvagorie",17
"1606815329554276","SalvaunaVidaNal",3
"1606815329554276","SalvemosLaFamilia.org",1
"1606815329554276","SalvemosLas2VidasMexicali",3
"1606815329554276","SalvemosMV",1
"1606815329554276","Sana.Doctrina.con",1
"1606815329554276","Sanpedroapostolxalostoc",1
"1606815329554276","SantaRosadeAguaClara",13
"1606815329554276","Santaluisademarillac2016",1
"1606815329554276","Santiagoalarconok",4
"1606815329554276","SantoRosarioEvcatolica",8
"1606815329554276","SantoRosarioMX",8
"1606815329554276","SantuarioCddelCarmen",6
"1606815329554276","SassymediaTV",1
"1606815329554276","SaveTinyHumans",2
"1606815329554276","ScienceNaturePage",4
"1606815329554276","SecretariadeGobernacion",5
"1606815329554276","SemiOscarr",1
"1606815329554276","SeminaristasSantos",5
"1606815329554276","SenadoMexico",8
"1606815329554276","SerFamiliaMx",1
"1606815329554276","Serfamiliapsicologia",1
"1606815329554276","ShrineOfDivineMercy",6
"1606815329554276","SiCienciaNoIdeologia",1
"1606815329554276","Siete24.mx",3
"1606815329554276","SociedadSacerdotalTrento",76
"1606815329554276","SomosLaGeneracionProvida",6
"1606815329554276","StereoVision",1
"1606815329554276","Sublevados2",2
"1606815329554276","SusanaDeLaR",1
"1606815329554276","TabernaDeMoePaginaSimpson",1
"1606815329554276","Tepeyac.Cotija",1
"1606815329554276","TheRealMayraRodriguez",20
"1606815329554276","TonyMarthaJuarez",28
"1606815329554276","TradicionalismoCatolico",1
"1606815329554276","TransformiceTribuXxDarkFirexX",1
"1606815329554276","TruePensamientocritico",5
"1606815329554276","Tumundoadiario",2
"1606815329554276","TyeNacional",8
"1606815329554276","UPontificia",5
"1606815329554276","UnaChicaVocacionada163",1
"1606815329554276","UnamSociedadDeAlumnosUniversitariosAzulYOroOficial",1
"1606815329554276","UnidadOaxVidayFamilia",8
"1606815329554276","UnidosPorJesusEnUnaSolaOracion",1
"1606815329554276","UnionporlaFamilia",1
"1606815329554276","VECINOSDEVILLAELSALVADOR",1
"1606815329554276","VIFAC",28
"1606815329554276","VOXEspana",3
"1606815329554276","VaneRotoPhoto",1
"1606815329554276","Velez.Paco",8
"1606815329554276","VeroDelgadilloG",1
"1606815329554276","VersionOriginal1.0",1
"1606815329554276","VictorLujoaz",7
"1606815329554276","VictorPacillasOficial",2
"1606815329554276","Vida.Alterna.llc",16
"1606815329554276","VidaFam1508",2
"1606815329554276","VidaYLibertadBolivia",1
"1606815329554276","VifacMexico",2
"1606815329554276","VisionInternacionalXalapa",57
"1606815329554276","Viva.Xto.Rey.mx",73
"1606815329554276","VivaMariaV",15
"1606815329554276","VotoCatolicoMexico",11
"1606815329554276","WRadioCo",1
"1606815329554276","Walter.ilustra",1
"1606815329554276","YoSoyVozNL",11
"1606815329554276","aciprensa",25
"1606815329554276","acnweb.com.mx",17
"1606815329554276","actuaFamiliaAndalucia",5
"1606815329554276","actuaporlasalud",1
"1606815329554276","adalbertoogando ",2
"1606815329554276","adolfo.enriquezvanderkam",2
"1606815329554276","adriana.arapi.7",1
"1606815329554276","adriana.leiva.10",1
"1606815329554276","adrianameauryfit",1
"1606815329554276","adrianarellano87",17
"1606815329554276","agora.formacionhumanidades",1
"1606815329554276","agrupacionec",6
"1606815329554276","aimediaAUS",1
"1606815329554276","ainmexico",3
"1606815329554276","ajplusespanol",6
"1606815329554276","alberto.castanedavanscoit",1
"1606815329554276","alcalorpolitico",4
"1606815329554276","alegratemariaradio",54
"1606815329554276","alejandro.yanezlavin",1
"1606815329554276","alertaqro",1
"1606815329554276","alertavigilante",1
"1606815329554276","alixsonrisa",1
"1606815329554276","alonisi",32
"1606815329554276","amaresconferencias",2
"1606815329554276","amenn.acompanamiento",1
"1606815329554276","amigosdeirak",4
"1606815329554276","amparito.medina",13
"1606815329554276","andres.vicente.735",3
"1606815329554276","andresesteban.lopezruiz",1
"1606815329554276","andresestebanlr",428
"1606815329554276","andreshurtadooficial",1
"1606815329554276","andy.hernandez.5895834",3
"1606815329554276","angelestacion.con",1
"1606815329554276","angelmtzgtz1",1
"1606815329554276","antena.xmty",2
"1606815329554276","antifeministwarrior",13
"1606815329554276","antifemprensa",20
"1606815329554276","apostolespalabraenchile",7
"1606815329554276","argentinaesprovida",13
"1606815329554276","ariasmoraricardo",1
"1606815329554276","armandoduartepantoja",1
"1606815329554276","aromadelcielo321",1
"1606815329554276","arquidiocesisantequeraoaxaca",2
"1606815329554276","arquidiocesisdemonterrey",45
"1606815329554276","arquidiocesisdexalapa",8
"1606815329554276","arquidiocesisdgo",19
"1606815329554276","arquidiocesisgye",1
"1606815329554276","arquidiocesismx",37
"1606815329554276","arquihillo",4
"1606815329554276","arturoislasallende",4
"1606815329554276","arturomorenoMX",7
"1606815329554276","asavazzini",1
"1606815329554276","asknz",2
"1606815329554276","asociacionisabella",1
"1606815329554276","ateismoantiprogreislamico",1
"1606815329554276","ateismofeministaperu",1
"1606815329554276","avivamexico",74
"1606815329554276","ayudaalaiglesianecesitada",1
"1606815329554276","aztecachiapas",6
"1606815329554276","baella",4
"1606815329554276","barriosunidosencristolongbeach",6
"1606815329554276","belen.lavallen.7",1
"1606815329554276","bennyjohnson",2
"1606815329554276","bethelinforma",1
"1606815329554276","bioeticacatolica",5
"1606815329554276","blogdelregio",1
"1606815329554276","borregojosedaniel",1
"1606815329554276","bpas1968",1
"1606815329554276","brenda.delriodepetarra",153
"1606815329554276","cabildex",4
"1606815329554276","cabrini.la",7
"1606815329554276","camaradediputados",10
"1606815329554276","campusanomedina",1
"1606815329554276","canal2cali",1
"1606815329554276","canalcongresoperu",1
"1606815329554276","canaldelcongreso",9
"1606815329554276","canalyosoynazareno",8
"1606815329554276","candelita777",1
"1606815329554276","capilladelSagradoCorazondeJesusParral",14
"1606815329554276","cardsandoval",11
"1606815329554276","carladiazlealcounseling",1
"1606815329554276","carlos.cancelado.52",35
"1606815329554276","carolina.maxil",1
"1606815329554276","carolinamorapsicologia",1
"1606815329554276","casacunaconchita",9
"1606815329554276","casinew123",6
"1606815329554276","castillodelreylafeoficial",7
"1606815329554276","catarsisyharakiri",1
"1606815329554276","catedralSanAgustinTlapa",4
"1606815329554276","catedralsalta",1
"1606815329554276","catholiclink",2
"1606815329554276","catholicnet.santodehoy",1
"1606815329554276","catolicamusica",13
"1606815329554276","catolicasxdv",5
"1606815329554276","catolickclick",12
"1606815329554276","catolicocristodice",1
"1606815329554276","catolicodefiendetufe2.0",9
"1606815329554276","catolicomarianos",3
"1606815329554276","catolicosrezandoelSantoRosario",60
"1606815329554276","catolikidsoficial",3
"1606815329554276","catoliscopio",1
"1606815329554276","cdacanaldigital",1
"1606815329554276","cenaculolunes",7
"1606815329554276","centintelaradio",1
"1606815329554276","centropastoralfidei",12
"1606815329554276","centropsic.kairos",2
"1606815329554276","cepcom.mexico",1
"1606815329554276","cerebracion",2
"1606815329554276","cgabrielmolina",2
"1606815329554276","changoonga",3
"1606815329554276","chhoficial",1
"1606815329554276","chicashermosas4k",1
"1606815329554276","cienciavsateismo",7
"1606815329554276","cisneinformativo",76
"1606815329554276","citizengo",2
"1606815329554276","clarincom",1
"1606815329554276","clavijomc",76
"1606815329554276","clinicaoftalmologica.gilpina",1
"1606815329554276","cmjesusymaria",11
"1606815329554276","coalicionintercontinentalmu",1
"1606815329554276","colombiaesprovida",5
"1606815329554276","comandoprovida",20
"1606815329554276","comayaguamedicalcenter",1
"1606815329554276","comovivirporfe",2
"1606815329554276","compromiso.para.crecer",8
"1606815329554276","comunidadnuevalianza",10
"1606815329554276","concilioconservadornacionalista",1
"1606815329554276","confamiliamx",7
"1606815329554276","congresobc.poderlegislativo",7
"1606815329554276","congresosinaloa",1
"1606815329554276","conmasmexico",1
"1606815329554276","conoceamayvivetufe",8
"1606815329554276","contraigcr",5
"1606815329554276","conventosantodomingodelima",6
"1606815329554276","cornertonepueblaoriente",7
"1606815329554276","cristian.coen",1
"1606815329554276","cristianofilosofo",2
"1606815329554276","cristianosendemocracia",2
"1606815329554276","cristomorenoperu",5
"1606815329554276","cristoreylojalaspitas",9
"1606815329554276","cruzadaporlafamilia.chihuahua",16
"1606815329554276","cscvsandiego",23
"1606815329554276","cuestionemx",1
"1606815329554276","cundinamarcarelevante",1
"1606815329554276","cutebaby.community",1
"1606815329554276","cutebabyvid",3
"1606815329554276","cynthiahottonok",2
"1606815329554276","dandorazondenuestraesperanza",4
"1606815329554276","daniel.vedoya.5",1
"1606815329554276","danielymariaonline",25
"1606815329554276","danysanmusic.oficial",4
"1606815329554276","debate.de.mazatlan",1
"1606815329554276","defendemosladignidadhumana",114
"1606815329554276","defensacatolica2",2
"1606815329554276","defiendetufe.cr",4
"1606815329554276","defiendetufecatolico",32
"1606815329554276","delaicem",1
"1606815329554276","delmundosoy",2
"1606815329554276","demedioamedio",3
"1606815329554276","demetrio.lopez.391",21
"1606815329554276","demian.dan1",1
"1606815329554276","derechoavivir.org",2
"1606815329554276","desdelafe",2
"1606815329554276","diario.de.maria.celaya",9
"1606815329554276","diario.expreso",1
"1606815329554276","diario.publico",1
"1606815329554276","diarioelpopular",3
"1606815329554276","dilobieninternacional",4
"1606815329554276","diocesis.detenancingo",1
"1606815329554276","diocesisdeneza",10
"1606815329554276","diocesisdetampicooficial",6
"1606815329554276","diocesisqro",5
"1606815329554276","diosesbueno",3
"1606815329554276","diputados.argentina",3
"1606815329554276","disidentescr",11
"1606815329554276","divina.providencia.minatitla.ver",6
"1606815329554276","divinamisericordiasurco",29
"1606815329554276","dmisericordiatv",1
"1606815329554276","docentesporlavidaargentina",1
"1606815329554276","doctorectorjaime",3
"1606815329554276","dounits.lima",1
"1606815329554276","dr.Pachec0",1
"1606815329554276","dr.palermo",1
"1606815329554276","drestradaretes",1
"1606815329554276","drgabrielfciani",4
"1606815329554276","drguillermorodriguezdure",3
"1606815329554276","drruthmari",1
"1606815329554276","eccle.news",9
"1606815329554276","ecclesiacatholicoo",17
"1606815329554276","ecuavisa",3
"1606815329554276","edgardo.r.tejera",1
"1606815329554276","editorialhmsp",8
"1606815329554276","eduardo.grecco.566",1
"1606815329554276","ejerciciosespiritualesenlinea",2
"1606815329554276","ejercitovictorioso",2
"1606815329554276","elConapred",1
"1606815329554276","elbebitocadavidavale",3
"1606815329554276","eldemoledorcriticaalfeminismo",3
"1606815329554276","elevangelioesjesus",4
"1606815329554276","elheraldodemexico",1
"1606815329554276","elimparcialcom",1
"1606815329554276","elizabethorozcopersonologia",1
"1606815329554276","elkatolicator",5
"1606815329554276","elnodoco",1
"1606815329554276","elotroecuador",1
"1606815329554276","elprestoOk",2
"1606815329554276","elrincondelaapologetica",23
"1606815329554276","elrincondelosmensajes",3
"1606815329554276","elsembradoresne",42
"1606815329554276","embarazoynacimientoconcienteslp",1
"1606815329554276","emdbogota.fm",11
"1606815329554276","emmanuel.ruiizzhherrera",1
"1606815329554276","empoderaT.Mexico",57
"1606815329554276","enec.argentina",1
"1606815329554276","enlaiglesia",1
"1606815329554276","enriquevan",1
"1606815329554276","enteratedealgo",1
"1606815329554276","epanoticia",1
"1606815329554276","episcopadocol",1
"1606815329554276","episcopadomexicano",21
"1606815329554276","eprovida",11
"1606815329554276","eresmasquevencedor",3
"1606815329554276","ernestomariasac",6
"1606815329554276","esRTmedia",2
"1606815329554276","escogehoylavida",9
"1606815329554276","escueladelafeoficial",3
"1606815329554276","escuelademusicaadonaiLima",1
"1606815329554276","essentidocomun",5
"1606815329554276","esther.granda1",1
"1606815329554276","eugeniomasias",1
"1606815329554276","eulalio.gonzalez.3348",20
